,imname,grade
3942,cow_3_3239.jpg,3
3943,cow_2_1699.jpg,2
3944,cow_1++_4100.jpg,1++
3947,cow_1_5178.jpg,1
3948,cow_1++_787.jpg,1++
3950,cow_2_2564.jpg,2
3951,cow_2_4184.jpg,2
3952,cow_2_3708.jpg,2
3953,cow_1++_2716.jpg,1++
3955,cow_3_3813.jpg,3
3956,cow_3_1418.jpg,3
3957,cow_1++_5760.jpg,1++
3959,cow_3_889.jpg,3
3961,cow_1_5502.jpg,1
3962,cow_1_1080.jpg,1
3966,cow_3_71.jpg,3
3967,cow_2_3712.jpg,2
3968,cow_1++_4642.jpg,1++
3969,cow_2_4152.jpg,2
3970,cow_1_1518.jpg,1
3971,cow_1+_2983.jpg,1+
3972,cow_1_2073.jpg,1
3973,cow_1+_3061.jpg,1+
3974,cow_1_4813.jpg,1
3977,cow_3_3487.jpg,3
3978,cow_1+_4673.jpg,1+
3980,cow_2_5943.jpg,2
3983,cow_1_4700.jpg,1
3984,cow_1++_5942.jpg,1++
3985,cow_1_3925.jpg,1
3991,cow_1+_284.jpg,1+
3992,cow_1++_5835.jpg,1++
3995,cow_2_3301.jpg,2
3997,cow_2_159.jpg,2
3998,cow_1++_112.jpg,1++
4001,cow_1+_1628.jpg,1+
4002,cow_1_3184.jpg,1
4004,cow_2_4252.jpg,2
4006,cow_3_1357.jpg,3
4012,cow_1++_64.jpg,1++
4014,cow_1++_1281.jpg,1++
4015,cow_3_3805.jpg,3
4020,cow_2_5347.jpg,2
4021,cow_1+_3703.jpg,1+
4022,cow_1++_3946.jpg,1++
4023,cow_1++_4282.jpg,1++
4026,cow_2_1073.jpg,2
4027,cow_1++_347.jpg,1++
4028,cow_1++_1417.jpg,1++
4029,cow_1++_5298.jpg,1++
4032,cow_3_2965.jpg,3
4034,cow_1++_5886.jpg,1++
4035,cow_2_3411.jpg,2
4036,cow_2_840.jpg,2
4037,cow_1++_3669.jpg,1++
4038,cow_2_351.jpg,2
4039,cow_1_4381.jpg,1
4040,cow_2_1932.jpg,2
4042,cow_1++_1163.jpg,1++
4045,cow_1+_3245.jpg,1+
4047,cow_1++_3185.jpg,1++
4049,cow_1+_5385.jpg,1+
4050,cow_1+_2135.jpg,1+
4051,cow_1++_1401.jpg,1++
4054,cow_2_5890.jpg,2
4055,cow_3_2320.jpg,3
4057,cow_1_3100.jpg,1
4058,cow_1+_4684.jpg,1+
4059,cow_3_1288.jpg,3
4062,cow_1++_2850.jpg,1++
4063,cow_3_1683.jpg,3
4066,cow_1_5013.jpg,1
4067,cow_1+_5110.jpg,1+
4069,cow_1_1514.jpg,1
4070,cow_2_1642.jpg,2
4071,cow_3_3102.jpg,3
4072,cow_2_1897.jpg,2
4073,cow_3_3649.jpg,3
4074,cow_1++_5995.jpg,1++
4075,cow_2_2920.jpg,2
4079,cow_2_1628.jpg,2
4080,cow_1_1134.jpg,1
4082,cow_1_2126.jpg,1
4083,cow_3_453.jpg,3
4084,cow_1_4320.jpg,1
4086,cow_2_4957.jpg,2
4087,cow_1++_511.jpg,1++
4089,cow_1_4214.jpg,1
4090,cow_3_2315.jpg,3
4091,cow_1+_3611.jpg,1+
4092,cow_1++_5356.jpg,1++
4093,cow_1_3849.jpg,1
4094,cow_3_1425.jpg,3
4095,cow_1+_5286.jpg,1+
4096,cow_1_4805.jpg,1
4098,cow_1++_3140.jpg,1++
4099,cow_1++_3855.jpg,1++
4101,cow_2_2640.jpg,2
4102,cow_2_3277.jpg,2
4103,cow_1+_5610.jpg,1+
4105,cow_1++_3921.jpg,1++
4106,cow_1_4725.jpg,1
4107,cow_2_1477.jpg,2
4110,cow_1+_5614.jpg,1+
4111,cow_2_4830.jpg,2
4113,cow_1_423.jpg,1
4118,cow_2_4111.jpg,2
4120,cow_1++_5390.jpg,1++
4121,cow_1++_2141.jpg,1++
4124,cow_2_3713.jpg,2
4126,cow_1++_4790.jpg,1++
4128,cow_3_2471.jpg,3
4132,cow_1+_4674.jpg,1+
4133,cow_1++_1904.jpg,1++
4134,cow_1+_1973.jpg,1+
4135,cow_1_5694.jpg,1
4137,cow_1+_3889.jpg,1+
4138,cow_2_1183.jpg,2
4140,cow_1+_5244.jpg,1+
4141,cow_1+_738.jpg,1+
4142,cow_1_3148.jpg,1
4144,cow_1_5388.jpg,1
4145,cow_1_5545.jpg,1
4146,cow_1++_2528.jpg,1++
4148,cow_3_428.jpg,3
4153,cow_1+_1763.jpg,1+
4156,cow_2_1929.jpg,2
4157,cow_2_4696.jpg,2
4158,cow_2_4478.jpg,2
4159,cow_1++_3044.jpg,1++
4163,cow_1+_1353.jpg,1+
4164,cow_1+_3452.jpg,1+
4165,cow_3_2666.jpg,3
4166,cow_1_2921.jpg,1
4168,cow_2_3945.jpg,2
4169,cow_3_1220.jpg,3
4171,cow_1+_482.jpg,1+
4172,cow_3_986.jpg,3
4174,cow_1_2932.jpg,1
4175,cow_3_958.jpg,3
4178,cow_1_5335.jpg,1
4179,cow_1_4936.jpg,1
4181,cow_3_1102.jpg,3
4182,cow_1_2935.jpg,1
4185,cow_1+_2189.jpg,1+
4186,cow_2_777.jpg,2
4187,cow_3_431.jpg,3
4189,cow_1++_2201.jpg,1++
4191,cow_1_2714.jpg,1
4193,cow_1++_1130.jpg,1++
4194,cow_1+_1304.jpg,1+
4195,cow_2_5448.jpg,2
4196,cow_1+_2686.jpg,1+
4197,cow_1_5905.jpg,1
4200,cow_1_3301.jpg,1
4202,cow_1++_4561.jpg,1++
4204,cow_1+_1680.jpg,1+
4205,cow_1++_5475.jpg,1++
4209,cow_1_5183.jpg,1
4210,cow_2_1271.jpg,2
4212,cow_1++_4989.jpg,1++
4214,cow_1+_5721.jpg,1+
4215,cow_3_139.jpg,3
4216,cow_1++_17.jpg,1++
4218,cow_2_502.jpg,2
4221,cow_1++_4830.jpg,1++
4222,cow_1_3734.jpg,1
4223,cow_1++_1393.jpg,1++
4224,cow_1++_1875.jpg,1++
4226,cow_1_4693.jpg,1
4227,cow_1+_5589.jpg,1+
4228,cow_2_2706.jpg,2
4230,cow_3_2652.jpg,3
4231,cow_2_3499.jpg,2
4232,cow_1+_1924.jpg,1+
4233,cow_1+_259.jpg,1+
4234,cow_1_5245.jpg,1
4235,cow_2_3907.jpg,2
4236,cow_1++_2775.jpg,1++
4237,cow_1_4883.jpg,1
4238,cow_1+_5783.jpg,1+
4241,cow_1++_1418.jpg,1++
4243,cow_3_3249.jpg,3
4244,cow_1++_3400.jpg,1++
4249,cow_1_3888.jpg,1
4252,cow_1++_4796.jpg,1++
4253,cow_1_2904.jpg,1
4256,cow_3_2498.jpg,3
4258,cow_1++_354.jpg,1++
4260,cow_1+_188.jpg,1+
4263,cow_1_2665.jpg,1
4265,cow_1_2885.jpg,1
4269,cow_3_2229.jpg,3
4270,cow_3_1067.jpg,3
4272,cow_2_889.jpg,2
4273,cow_2_167.jpg,2
4274,cow_1+_4416.jpg,1+
4276,cow_1++_5047.jpg,1++
4277,cow_1+_2505.jpg,1+
4278,cow_1+_2530.jpg,1+
4279,cow_1++_4236.jpg,1++
4281,cow_3_2809.jpg,3
4289,cow_1_1089.jpg,1
4291,cow_2_5566.jpg,2
4293,cow_1++_2177.jpg,1++
4294,cow_1+_2216.jpg,1+
4295,cow_3_2077.jpg,3
4296,cow_1_5411.jpg,1
4298,cow_2_2544.jpg,2
4299,cow_1_2907.jpg,1
4301,cow_2_3001.jpg,2
4303,cow_2_2092.jpg,2
4304,cow_1++_4485.jpg,1++
4306,cow_1++_3861.jpg,1++
4307,cow_1++_5785.jpg,1++
4310,cow_3_2561.jpg,3
4313,cow_1++_5509.jpg,1++
4315,cow_1+_2626.jpg,1+
4317,cow_1++_168.jpg,1++
4318,cow_1++_4261.jpg,1++
4320,cow_1++_2287.jpg,1++
4321,cow_1++_2935.jpg,1++
4322,cow_1++_723.jpg,1++
4323,cow_3_2188.jpg,3
4325,cow_1_191.jpg,1
4328,cow_1+_1420.jpg,1+
4330,cow_1_5377.jpg,1
4332,cow_2_3041.jpg,2
4334,cow_3_1796.jpg,3
4336,cow_1++_1266.jpg,1++
4337,cow_3_1127.jpg,3
4339,cow_1+_126.jpg,1+
4342,cow_1+_2804.jpg,1+
4344,cow_1++_5133.jpg,1++
4345,cow_2_2421.jpg,2
4347,cow_1+_5709.jpg,1+
4348,cow_1_3612.jpg,1
4351,cow_1++_1606.jpg,1++
4353,cow_1++_1250.jpg,1++
4354,cow_1++_729.jpg,1++
4355,cow_1+_5673.jpg,1+
4357,cow_2_1141.jpg,2
4358,cow_1++_1646.jpg,1++
4360,cow_1+_3581.jpg,1+
4362,cow_2_1706.jpg,2
4363,cow_2_3586.jpg,2
4365,cow_1++_139.jpg,1++
4366,cow_1+_4458.jpg,1+
4369,cow_1++_1781.jpg,1++
4374,cow_2_1606.jpg,2
4376,cow_2_4464.jpg,2
4377,cow_3_2990.jpg,3
4379,cow_2_5197.jpg,2
4380,cow_3_3193.jpg,3
4381,cow_1++_71.jpg,1++
4382,cow_1++_3186.jpg,1++
4383,cow_2_4297.jpg,2
4384,cow_1++_1880.jpg,1++
4385,cow_3_1894.jpg,3
4387,cow_1++_901.jpg,1++
4389,cow_3_674.jpg,3
4390,cow_2_5472.jpg,2
4392,cow_2_2255.jpg,2
4393,cow_1+_4836.jpg,1+
4394,cow_1+_3237.jpg,1+
4395,cow_1+_2180.jpg,1+
4396,cow_2_1311.jpg,2
4397,cow_1_3337.jpg,1
4398,cow_1+_1524.jpg,1+
4399,cow_1_1246.jpg,1
4401,cow_2_990.jpg,2
4404,cow_1_1556.jpg,1
4405,cow_3_836.jpg,3
4408,cow_1+_1384.jpg,1+
4410,cow_2_3592.jpg,2
4411,cow_2_4751.jpg,2
4412,cow_1+_215.jpg,1+
4416,cow_1+_4098.jpg,1+
4417,cow_1++_5794.jpg,1++
4419,cow_3_643.jpg,3
4420,cow_1+_31.jpg,1+
4422,cow_1_4252.jpg,1
4423,cow_1++_5239.jpg,1++
4424,cow_1++_2494.jpg,1++
4425,cow_1++_4279.jpg,1++
4426,cow_1_3231.jpg,1
4428,cow_1_5174.jpg,1
4429,cow_1+_2114.jpg,1+
4430,cow_1++_4999.jpg,1++
4433,cow_2_2168.jpg,2
4435,cow_1++_1952.jpg,1++
4436,cow_1++_3905.jpg,1++
4438,cow_2_5769.jpg,2
4439,cow_2_4900.jpg,2
4441,cow_1_1258.jpg,1
4443,cow_2_2244.jpg,2
4444,cow_2_4574.jpg,2
4445,cow_1+_1579.jpg,1+
4446,cow_1+_165.jpg,1+
4447,cow_1++_1964.jpg,1++
4448,cow_1++_2483.jpg,1++
4454,cow_1+_432.jpg,1+
4455,cow_1+_3635.jpg,1+
4458,cow_1+_3294.jpg,1+
4460,cow_1+_1365.jpg,1+
4462,cow_2_4729.jpg,2
4463,cow_2_4420.jpg,2
4467,cow_3_1619.jpg,3
4470,cow_1++_4930.jpg,1++
4475,cow_1_5324.jpg,1
4478,cow_1+_3899.jpg,1+
4480,cow_1_4634.jpg,1
4482,cow_1_1619.jpg,1
4483,cow_1++_4067.jpg,1++
4486,cow_1_3378.jpg,1
4487,cow_1+_2621.jpg,1+
4490,cow_1_3644.jpg,1
4492,cow_2_2211.jpg,2
4493,cow_1+_321.jpg,1+
4494,cow_1++_4082.jpg,1++
4495,cow_1+_4668.jpg,1+
4498,cow_1_5672.jpg,1
4501,cow_2_2167.jpg,2
4502,cow_1+_1185.jpg,1+
4503,cow_1+_4617.jpg,1+
4504,cow_1_5116.jpg,1
4506,cow_1_539.jpg,1
4509,cow_2_99.jpg,2
4510,cow_2_362.jpg,2
4512,cow_1_1239.jpg,1
4513,cow_1_1488.jpg,1
4514,cow_2_294.jpg,2
4516,cow_1+_4677.jpg,1+
4518,cow_2_1130.jpg,2
4521,cow_1_2000.jpg,1
4522,cow_1++_3713.jpg,1++
4525,cow_2_2496.jpg,2
4529,cow_1++_4299.jpg,1++
4530,cow_1+_4260.jpg,1+
4531,cow_2_640.jpg,2
4533,cow_1+_2854.jpg,1+
4535,cow_1+_3042.jpg,1+
4538,cow_1+_2133.jpg,1+
4542,cow_1++_3224.jpg,1++
4543,cow_2_2664.jpg,2
4546,cow_3_1196.jpg,3
4547,cow_2_5363.jpg,2
4549,cow_1++_274.jpg,1++
4550,cow_2_3392.jpg,2
4553,cow_2_1313.jpg,2
4556,cow_1++_3692.jpg,1++
4558,cow_1+_2324.jpg,1+
4559,cow_1+_3792.jpg,1+
4560,cow_3_3021.jpg,3
4561,cow_2_3364.jpg,2
4563,cow_1+_2617.jpg,1+
4565,cow_1+_4511.jpg,1+
4566,cow_2_3967.jpg,2
4567,cow_1_688.jpg,1
4569,cow_2_2472.jpg,2
4570,cow_1+_1019.jpg,1+
4571,cow_1++_3788.jpg,1++
4572,cow_1_1973.jpg,1
4575,cow_1_1349.jpg,1
4576,cow_2_1482.jpg,2
4579,cow_2_5237.jpg,2
4582,cow_1+_4642.jpg,1+
4583,cow_1++_5147.jpg,1++
4584,cow_1_2311.jpg,1
4586,cow_1_1251.jpg,1
4588,cow_1+_4733.jpg,1+
4589,cow_3_113.jpg,3
4591,cow_3_1510.jpg,3
4592,cow_1_3501.jpg,1
4594,cow_1_5888.jpg,1
4595,cow_3_2434.jpg,3
4598,cow_1_4231.jpg,1
4600,cow_3_2489.jpg,3
4601,cow_2_3268.jpg,2
4602,cow_1+_1683.jpg,1+
4603,cow_1_5630.jpg,1
4605,cow_1++_3698.jpg,1++
4610,cow_1_1601.jpg,1
4611,cow_1+_1390.jpg,1+
4612,cow_1++_65.jpg,1++
4613,cow_2_5224.jpg,2
4615,cow_1++_5726.jpg,1++
4616,cow_1_374.jpg,1
4617,cow_2_1263.jpg,2
4618,cow_1+_3242.jpg,1+
4619,cow_1++_3394.jpg,1++
4620,cow_1++_2398.jpg,1++
4621,cow_3_174.jpg,3
4622,cow_1+_367.jpg,1+
4623,cow_3_2441.jpg,3
4624,cow_3_3210.jpg,3
4625,cow_1++_1231.jpg,1++
4626,cow_3_3233.jpg,3
4629,cow_1+_972.jpg,1+
4630,cow_2_59.jpg,2
4631,cow_1_3757.jpg,1
4633,cow_1_2207.jpg,1
4636,cow_1+_1556.jpg,1+
4637,cow_1++_4089.jpg,1++
4638,cow_1_2236.jpg,1
4640,cow_2_5511.jpg,2
4641,cow_1++_3860.jpg,1++
4643,cow_2_4663.jpg,2
4645,cow_1+_4175.jpg,1+
4647,cow_2_5805.jpg,2
4648,cow_3_2110.jpg,3
4650,cow_1++_5622.jpg,1++
4651,cow_1++_2428.jpg,1++
4652,cow_1++_1549.jpg,1++
4653,cow_1+_1676.jpg,1+
4654,cow_1++_1980.jpg,1++
4655,cow_1+_4560.jpg,1+
4659,cow_3_2063.jpg,3
4662,cow_1_3216.jpg,1
4663,cow_1++_2891.jpg,1++
4666,cow_2_3942.jpg,2
4667,cow_3_3947.jpg,3
4668,cow_1+_3801.jpg,1+
4669,cow_1++_4197.jpg,1++
4670,cow_1+_3364.jpg,1+
4672,cow_2_5995.jpg,2
4673,cow_1++_1579.jpg,1++
4674,cow_1+_91.jpg,1+
4679,cow_1_2433.jpg,1
4680,cow_1_467.jpg,1
4681,cow_2_2010.jpg,2
4683,cow_1_3776.jpg,1
4684,cow_1_4576.jpg,1
4685,cow_1_4909.jpg,1
4686,cow_1++_617.jpg,1++
4687,cow_2_2006.jpg,2
4689,cow_1+_4069.jpg,1+
4690,cow_1+_3904.jpg,1+
4692,cow_1_2858.jpg,1
4693,cow_3_1248.jpg,3
4695,cow_2_2495.jpg,2
4699,cow_1++_394.jpg,1++
4700,cow_1++_3371.jpg,1++
4701,cow_1_4354.jpg,1
4706,cow_1_5468.jpg,1
4708,cow_1_2271.jpg,1
4709,cow_2_5522.jpg,2
4710,cow_1_615.jpg,1
4712,cow_1++_1560.jpg,1++
4713,cow_2_5859.jpg,2
4716,cow_1+_1115.jpg,1+
4717,cow_1++_973.jpg,1++
4718,cow_1+_1923.jpg,1+
4719,cow_3_3934.jpg,3
4721,cow_1_4713.jpg,1
4728,cow_1++_5272.jpg,1++
4731,cow_1++_1216.jpg,1++
4734,cow_3_187.jpg,3
4735,cow_3_1521.jpg,3
4737,cow_3_1610.jpg,3
4738,cow_2_4850.jpg,2
4739,cow_1_4417.jpg,1
4742,cow_1_2582.jpg,1
4745,cow_3_1812.jpg,3
4746,cow_3_2024.jpg,3
4747,cow_1++_2330.jpg,1++
4749,cow_1++_2963.jpg,1++
4750,cow_3_1361.jpg,3
4751,cow_1+_4532.jpg,1+
4752,cow_1_2484.jpg,1
4753,cow_3_3254.jpg,3
4754,cow_3_2460.jpg,3
4755,cow_1+_5891.jpg,1+
4756,cow_1_4416.jpg,1
4757,cow_1+_3940.jpg,1+
4759,cow_2_1067.jpg,2
4761,cow_1++_5284.jpg,1++
4762,cow_2_3613.jpg,2
4763,cow_1+_3608.jpg,1+
4765,cow_2_5446.jpg,2
4766,cow_1++_303.jpg,1++
4768,cow_1+_1028.jpg,1+
4770,cow_1_2541.jpg,1
4774,cow_1+_1622.jpg,1+
4776,cow_2_4244.jpg,2
4778,cow_2_472.jpg,2
4779,cow_1++_3875.jpg,1++
4780,cow_1+_5315.jpg,1+
4783,cow_1_3717.jpg,1
4784,cow_2_2752.jpg,2
4786,cow_1+_1123.jpg,1+
4790,cow_3_1351.jpg,3
4793,cow_1+_2693.jpg,1+
4795,cow_3_1158.jpg,3
4800,cow_2_5405.jpg,2
4801,cow_2_935.jpg,2
4802,cow_1+_2011.jpg,1+
4805,cow_1+_1310.jpg,1+
4806,cow_3_2859.jpg,3
4807,cow_1++_3530.jpg,1++
4809,cow_1++_2869.jpg,1++
4810,cow_2_3149.jpg,2
4813,cow_1+_3979.jpg,1+
4814,cow_1_3135.jpg,1
4816,cow_1_4554.jpg,1
4817,cow_1+_1426.jpg,1+
4818,cow_1++_2342.jpg,1++
4819,cow_2_707.jpg,2
4821,cow_1+_4362.jpg,1+
4822,cow_1++_208.jpg,1++
4824,cow_2_5743.jpg,2
4827,cow_2_1422.jpg,2
4829,cow_2_3111.jpg,2
4830,cow_3_1458.jpg,3
4831,cow_2_3306.jpg,2
4836,cow_1++_4900.jpg,1++
4837,cow_1++_2586.jpg,1++
4838,cow_1_3587.jpg,1
4839,cow_1_3838.jpg,1
4843,cow_2_2217.jpg,2
4845,cow_1+_4913.jpg,1+
4846,cow_1++_5088.jpg,1++
4847,cow_1_5972.jpg,1
4848,cow_1++_2027.jpg,1++
4849,cow_2_1663.jpg,2
4850,cow_1_1749.jpg,1
4851,cow_1_5127.jpg,1
4852,cow_2_2289.jpg,2
4854,cow_1_5532.jpg,1
4855,cow_2_5378.jpg,2
4856,cow_3_227.jpg,3
4857,cow_1+_2364.jpg,1+
4859,cow_1_5167.jpg,1
4860,cow_2_3127.jpg,2
4861,cow_1+_1842.jpg,1+
4862,cow_3_2623.jpg,3
4863,cow_1_1262.jpg,1
4864,cow_1+_2487.jpg,1+
4865,cow_1_4326.jpg,1
4866,cow_1++_157.jpg,1++
4867,cow_1_5727.jpg,1
4868,cow_1+_1428.jpg,1+
4869,cow_3_543.jpg,3
4871,cow_1_4766.jpg,1
4872,cow_1_912.jpg,1
4874,cow_3_1130.jpg,3
4882,cow_2_2171.jpg,2
4883,cow_1++_1685.jpg,1++
4884,cow_1++_3308.jpg,1++
4885,cow_1_2920.jpg,1
4886,cow_2_80.jpg,2
4887,cow_1+_2.jpg,1+
4888,cow_1_4090.jpg,1
4891,cow_2_4356.jpg,2
4892,cow_2_4284.jpg,2
4895,cow_1++_4570.jpg,1++
4897,cow_3_3214.jpg,3
4898,cow_1_397.jpg,1
4899,cow_3_3841.jpg,3
4900,cow_1_913.jpg,1
4902,cow_1_4084.jpg,1
4904,cow_1+_3742.jpg,1+
4905,cow_1++_5521.jpg,1++
4906,cow_1++_5403.jpg,1++
4907,cow_1++_1087.jpg,1++
4908,cow_2_1595.jpg,2
4911,cow_1_884.jpg,1
4912,cow_1++_3827.jpg,1++
4914,cow_1++_3601.jpg,1++
4917,cow_1+_7.jpg,1+
4919,cow_1_295.jpg,1
4920,cow_1++_2331.jpg,1++
4921,cow_3_2774.jpg,3
4922,cow_3_1572.jpg,3
4923,cow_1_5281.jpg,1
4927,cow_2_4392.jpg,2
4929,cow_1_4644.jpg,1
4930,cow_1_2818.jpg,1
4932,cow_2_1794.jpg,2
4934,cow_1+_4483.jpg,1+
4936,cow_3_3896.jpg,3
4941,cow_1+_34.jpg,1+
4942,cow_2_3814.jpg,2
4944,cow_2_3815.jpg,2
4945,cow_1_546.jpg,1
4946,cow_2_4524.jpg,2
4947,cow_2_977.jpg,2
4948,cow_1+_5552.jpg,1+
4949,cow_2_505.jpg,2
4950,cow_1++_5182.jpg,1++
4951,cow_2_729.jpg,2
4952,cow_3_1829.jpg,3
4953,cow_1+_3329.jpg,1+
4955,cow_1_5330.jpg,1
4956,cow_1++_5124.jpg,1++
4957,cow_1+_3633.jpg,1+
4958,cow_2_5942.jpg,2
4959,cow_1++_1170.jpg,1++
4960,cow_1++_340.jpg,1++
4961,cow_1_4504.jpg,1
4962,cow_1++_4246.jpg,1++
4963,cow_2_3932.jpg,2
4966,cow_3_840.jpg,3
4967,cow_1++_3823.jpg,1++
4968,cow_2_885.jpg,2
4971,cow_2_4149.jpg,2
4972,cow_3_2234.jpg,3
4973,cow_1_2501.jpg,1
4974,cow_1++_503.jpg,1++
4975,cow_1++_45.jpg,1++
4976,cow_2_1176.jpg,2
4977,cow_1+_1978.jpg,1+
4978,cow_2_5790.jpg,2
4979,cow_3_2509.jpg,3
4981,cow_3_1193.jpg,3
4982,cow_3_2388.jpg,3
4983,cow_1_1780.jpg,1
4984,cow_1+_3357.jpg,1+
4985,cow_1_455.jpg,1
4986,cow_3_3643.jpg,3
4987,cow_1+_678.jpg,1+
4992,cow_2_3658.jpg,2
4997,cow_1_730.jpg,1
4998,cow_1_993.jpg,1
4999,cow_1++_3533.jpg,1++
5001,cow_1+_3885.jpg,1+
5003,cow_2_2378.jpg,2
5004,cow_2_5813.jpg,2
5005,cow_1_3054.jpg,1
5006,cow_3_3128.jpg,3
5007,cow_3_1620.jpg,3
5010,cow_1_4497.jpg,1
5013,cow_2_1148.jpg,2
5014,cow_2_5377.jpg,2
5016,cow_1+_3159.jpg,1+
5021,cow_3_1166.jpg,3
5024,cow_1_5954.jpg,1
5025,cow_1++_3027.jpg,1++
5026,cow_2_1451.jpg,2
5027,cow_1_4788.jpg,1
5028,cow_3_2100.jpg,3
5030,cow_2_1740.jpg,2
5031,cow_1_4778.jpg,1
5032,cow_3_1214.jpg,3
5033,cow_1_4215.jpg,1
5036,cow_1_2432.jpg,1
5037,cow_1++_5455.jpg,1++
5039,cow_1_4587.jpg,1
5040,cow_1_2548.jpg,1
5042,cow_1+_396.jpg,1+
5043,cow_1++_1651.jpg,1++
5044,cow_3_3811.jpg,3
5045,cow_1++_1133.jpg,1++
5046,cow_1_4319.jpg,1
5047,cow_1_5829.jpg,1
5048,cow_1+_1636.jpg,1+
5049,cow_3_74.jpg,3
5052,cow_2_4425.jpg,2
5054,cow_1_5069.jpg,1
5056,cow_3_2491.jpg,3
5058,cow_1++_2453.jpg,1++
5059,cow_1++_1566.jpg,1++
5062,cow_1++_4155.jpg,1++
5063,cow_1_5293.jpg,1
5064,cow_1_2006.jpg,1
5066,cow_1++_3844.jpg,1++
5068,cow_1+_2425.jpg,1+
5069,cow_1++_4937.jpg,1++
5070,cow_2_272.jpg,2
5071,cow_1+_5173.jpg,1+
5074,cow_2_4335.jpg,2
5075,cow_3_1212.jpg,3
5076,cow_3_894.jpg,3
5077,cow_1_4191.jpg,1
5078,cow_1_5255.jpg,1
5079,cow_1+_5216.jpg,1+
5080,cow_1_5647.jpg,1
5081,cow_1++_4926.jpg,1++
5083,cow_1_3008.jpg,1
5086,cow_3_2031.jpg,3
5088,cow_1_5125.jpg,1
5089,cow_2_1339.jpg,2
5090,cow_1_3255.jpg,1
5091,cow_1++_5978.jpg,1++
5093,cow_1++_656.jpg,1++
5094,cow_1+_3803.jpg,1+
5095,cow_1_2212.jpg,1
5097,cow_1+_1964.jpg,1+
5100,cow_1++_5807.jpg,1++
5101,cow_1+_4018.jpg,1+
5102,cow_1+_1932.jpg,1+
5103,cow_1++_3360.jpg,1++
5104,cow_2_998.jpg,2
5105,cow_1++_1117.jpg,1++
5106,cow_1+_5533.jpg,1+
5111,cow_1_3700.jpg,1
5112,cow_2_4369.jpg,2
5115,cow_2_5795.jpg,2
5116,cow_1+_170.jpg,1+
5120,cow_1_1023.jpg,1
5122,cow_1_2224.jpg,1
5125,cow_1++_4448.jpg,1++
5126,cow_1_4830.jpg,1
5127,cow_1_1801.jpg,1
5129,cow_1++_3363.jpg,1++
5130,cow_1++_1310.jpg,1++
5131,cow_1++_1255.jpg,1++
5132,cow_3_3976.jpg,3
5135,cow_2_3558.jpg,2
5136,cow_1_1764.jpg,1
5137,cow_1+_1487.jpg,1+
5139,cow_1_613.jpg,1
5141,cow_1_4868.jpg,1
5142,cow_3_3426.jpg,3
5144,cow_1_3862.jpg,1
5145,cow_2_1227.jpg,2
5146,cow_2_1973.jpg,2
5150,cow_3_650.jpg,3
5152,cow_3_2521.jpg,3
5153,cow_2_2197.jpg,2
5156,cow_3_22.jpg,3
5162,cow_1_3447.jpg,1
5164,cow_3_2680.jpg,3
5165,cow_2_2466.jpg,2
5166,cow_1+_1578.jpg,1+
5167,cow_1_5676.jpg,1
5168,cow_1++_4495.jpg,1++
5169,cow_1_5581.jpg,1
5170,cow_1++_4578.jpg,1++
5173,cow_1_5629.jpg,1
5174,cow_3_3919.jpg,3
5175,cow_2_2122.jpg,2
5177,cow_1_839.jpg,1
5178,cow_1+_158.jpg,1+
5179,cow_1_3013.jpg,1
5181,cow_1_1547.jpg,1
5182,cow_1_3163.jpg,1
5185,cow_2_1195.jpg,2
5187,cow_2_2702.jpg,2
5188,cow_2_4292.jpg,2
5190,cow_1_3385.jpg,1
5192,cow_1_2258.jpg,1
5195,cow_3_733.jpg,3
5196,cow_1++_2514.jpg,1++
5197,cow_1_1335.jpg,1
5198,cow_3_999.jpg,3
5199,cow_1++_3258.jpg,1++
5200,cow_2_39.jpg,2
5201,cow_1++_5075.jpg,1++
5203,cow_2_5730.jpg,2
5205,cow_1++_1373.jpg,1++
5206,cow_1++_5620.jpg,1++
5207,cow_1_5024.jpg,1
5209,cow_2_2355.jpg,2
5210,cow_1+_3502.jpg,1+
5212,cow_1_3663.jpg,1
5213,cow_2_4201.jpg,2
5215,cow_1_3627.jpg,1
5216,cow_1_3803.jpg,1
5217,cow_2_1657.jpg,2
5218,cow_3_1593.jpg,3
5219,cow_2_5557.jpg,2
5220,cow_1+_2077.jpg,1+
5222,cow_3_451.jpg,3
5225,cow_3_3120.jpg,3
5226,cow_1_5501.jpg,1
5228,cow_1+_5669.jpg,1+
5230,cow_1+_3283.jpg,1+
5232,cow_2_1954.jpg,2
5234,cow_2_5563.jpg,2
5235,cow_2_5958.jpg,2
5236,cow_2_4067.jpg,2
5237,cow_3_1611.jpg,3
5240,cow_1++_616.jpg,1++
5242,cow_1++_5179.jpg,1++
5244,cow_2_3513.jpg,2
5245,cow_2_1045.jpg,2
5248,cow_1+_4429.jpg,1+
5249,cow_3_1178.jpg,3
5252,cow_3_741.jpg,3
5253,cow_1++_5831.jpg,1++
5254,cow_1+_1283.jpg,1+
5256,cow_2_1450.jpg,2
5257,cow_1_458.jpg,1
5259,cow_3_181.jpg,3
5260,cow_3_1886.jpg,3
5261,cow_3_3617.jpg,3
5262,cow_1_2102.jpg,1
5263,cow_1_762.jpg,1
5266,cow_2_1589.jpg,2
5268,cow_1++_5495.jpg,1++
5270,cow_1++_2520.jpg,1++
